72545,40.723459,Journey 2: The Mysterious Island
109451,41.247402,Cloudy with a Chance of Meatballs 2
9533,10.083905,Red Dragon
2023,16.759252,Hidalgo
71880,22.132418,Jack and Jill
584,10.520961,2 Fast 2 Furious
309809,35.384423,The Little Prince
4858,15.673154,The Invasion
17711,8.981427,The Adventures of Rocky & Bullwinkle
328111,31.482872,The Secret Life of Pets
8698,47.436675,The League of Extraordinary Gentlemen
93456,136.886704,Despicable Me 2
602,60.442593,Independence Day
330,2.502487,The Lost World: Jurassic Park
953,48.110909,Madagascar
9693,35.387874,Children of Men
36657,4.66891,X-Men
8909,73.82289,Wanted
9802,51.469576,The Rock
950,85.115058,Ice Age: The Meltdown
1824,61.437586,50 First Dates
2976,31.160542,Hairspray
11026,15.761384,Exorcist: The Beginning
332,17.561955,Inspector Gadget
75656,71.124686,Now You See Me
38365,38.864027,Grown Ups
594,57.753914,The Terminal
15189,13.25753,Hotel for Dogs
11678,13.318744,Vertical Limit
6538,18.70031,Charlie Wilson's War
10555,47.094369,Shark Tale
1125,14.486311,Dreamgirls
4551,18.61472,Be Cool
612,29.035222,Munich
9567,27.055085,Tears of the Sun
37821,23.004607,Killers
203801,48.744209,The Man from U;N;C;L;E;
2539,14.209329,Spanglish
9297,36.368839,Monster House
3172,24.353302,Bandits
6520,19.143321,First Knight
1439,13.327372,Anna and the King
37958,37.917002,Immortals
2026,23.663713,Hostage
7450,14.44381,Titan A;E;
11375,10.605084,Hollywood Homicide
9425,11.873856,Soldier
25769,12.708963,Carriers
23685,8.098369,Monkeybone
11866,20.374308,Flight of the Phoenix
9741,42.006908,Unbreakable
211672,875.581305,Minions
23629,39.127082,Sucker Punch
8688,20.790703,Snake Eyes
10153,18.65988,Sphere
153518,45.720894,The Angry Birds Movie
8676,21.789615,Fool's Gold
20829,20.199057,Funny People
4349,26.123705,The Kingdom
9718,12.599836,Talladega Nights: The Ballad of Ricky Bobby
10808,13.543053,Dr; Dolittle 2
197,60.722162,Braveheart
25,32.227223,Jarhead
35,46.875375,The Simpsons Movie
11086,11.215702,The Majestic
10477,8.468586,Driven
1997,8.884318,Two Brothers
6947,27.491891,The Village
3050,21.462935,Doctor Dolittle
2675,28.848187,Signs
809,47.320801,Shrek 2
920,82.643036,Cars
4806,20.230535,Runaway Bride
7451,46.217769,xXx
228165,36.952268,The SpongeBob Movie: Sponge Out of Water
3595,16.411345,Ransom
16869,72.595961,Inglourious Basterds
879,33.648404,Hook
1573,57.69847,Die Hard 2
9257,34.052253,S;W;A;T;
1903,27.299301,Vanilla Sky
9697,20.219385,Lady in the Water
395,42.957216,AVP: Alien vs; Predator
23398,29.412262,Alvin and the Chipmunks: The Squeakquel
10590,19.708731,We Were Soldiers
117263,59.428223,Olympus Has Fallen
200,19.711951,Star Trek: Insurrection
44943,49.199234,Battle: Los Angeles
587,46.199482,Big Fish
10395,13.758526,Wolf
57212,29.505574,War Horse
152760,43.873266,The Monuments Men
2756,24.961625,The Abyss
33909,23.25645,Wall Street: Money Never Sleeps
49017,64.457947,Dracula Untold
9882,20.089933,The Siege
2270,48.032734,Stardust
978,16.92991,Seven Years in Tibet
44564,14.780634,The Dilemma
3132,14.086292,Bad Company
8814,29.261348,Doom
8427,13.267631,I Spy
52520,58.401204,Underworld: Awakening
80585,23.515938,Rock of Ages
10592,14.244518,Hart's War
49021,29.501489,Killer Elite
11535,9.306253,Rollerball
10550,8.37378,Ballistic: Ecks vs; Sever
11258,10.930537,Hard Rain
12610,10.54544,Osmosis Jones
59981,6.682006,Legends of Oz: Dorothy's Return
201088,46.832372,Blackhat
5137,24.664776,Sky Captain and the World of Tomorrow
3093,13.483387,Basic Instinct 2
107846,44.478043,Escape Plan
188207,25.020428,The Legend of Hercules
4614,22.392544,The Sum of All Fears
24021,107.069763,The Twilight Saga: Eclipse
11371,22.572323,The Score
20352,113.858273,Despicable Me
11517,10.004564,Money Train
214756,68.734513,Ted 2
26428,18.888806,Agora
9824,12.948627,Mystery Men
48988,27.11589,Hall Pass
9008,26.153669,The Insider
300673,28.223664,The Finest Hours
12113,37.507136,Body of Lies
38778,11.023691,Dinner for Schmucks
72331,38.634767,Abraham Lincoln: Vampire Hunter
1844,25.877794,Entrapment
846,18.59991,The X Files
9703,12.282911,The Last Legion
857,76.041867,Saving Private Ryan
136797,54.81489,Need for Speed
3981,31.39165,What Women Want
425,99.561972,Ice Age
6171,26.792794,Dreamcatcher
72976,36.307296,Lincoln
603,104.309993,The Matrix
568,68.140214,Apollo 13
9021,14.646884,The Santa Clause 2
82695,48.356214,Les Misérables
9489,28.540267,You've Got Mail
12133,22.977983,Step Brothers
9342,31.086791,The Mask of Zorro
41733,43.865294,Due Date
227306,43.055253,Unbroken
5551,15.772081,Space Cowboys
9350,26.19909,Cliffhanger
9208,22.769108,Broken Arrow
4244,18.281798,The Kid
1852,24.697533,World Trade Center
11820,19.718544,Mona Lisa Smile
76493,31.349143,The Dictator
345,27.870312,Eyes Wide Shut
196867,33.439187,Annie
256591,59.634029,Focus
59962,38.994297,This Means War
36648,49.660055,Blade: Trinity
1880,11.743085,Red Dawn
9440,9.110247,Primary Colors
71679,6.227675,Resident Evil: Retribution
10483,42.57877,Death Race
11412,15.858629,The Long Kiss Goodnight
11983,14.866901,Proof of Life
6795,15.194239,Zathura: A Space Adventure
550,146.757391,Fight Club
11170,8.629665,We Are Marshall
9292,16.803457,Hudson Hawk
10783,2.952595,Lucky Numbers
100241,31.324734,"I, Frankenstein"
257,20.415572,Oliver Twist
9947,28.613892,Elektra
189,85.428395,Sin City: A Dame to Kill For
12618,4.137237,Random Hearts
253412,60.246978,Everest
1427,42.551902,Perfume: The Story of a Murderer
818,40.137264,Austin Powers in Goldmember
16577,24.857079,Astro Boy
329,40.413191,Jurassic Park
12160,13.859307,Wyatt Earp
9331,18.832471,Clear and Present Danger
300168,9.568884,Dragon Blade
9072,12.421504,Little Man
