2320,19,1000,15
2320,128,1000,16
2493,4,5000,1
2493,14,3000,2
2493,57,1450,3
2493,42,1450,4
11906,8,10000,1
11906,18,6000,2
11906,10,3600,3
11906,36,2200,4
11906,42,1400,5
11906,19,1400,6
11906,71,900,7
11906,109,900,8
2562,4,25000,1
2562,86,15000,2
2562,14,9000,3
2562,128,5500,4
2562,10,3500,5
2562,126,3500,6
2562,19,2250,7
2562,71,2250,8
2562,1,1500,9
2562,82,1500,10
2562,30,1500,11
2562,18,1500,12
2562,144,1000,13
2562,36,1000,14
2562,106,1000,15
2562,57,1000,16
11905,6,10000,1
11905,86,6000,2
11905,39,2900,3
11905,82,2900,4
11905,31,1400,5
11905,10,1400,6
11905,106,900,7
11905,11,900,8
2808,1,25000,1
2808,39,15000,2
2808,6,7250,3
2808,38,7250,4
2808,11,3500,5
2808,8,3500,6
2808,90,2250,7
2808,42,2250,8
2808,10,1500,9
2808,106,1500,10
2808,142,1500,11
2808,96,1500,12
2808,496,1000,13
2808,31,1000,14
2808,86,1000,15
2808,35,1000,16
3480,3,25000,1
3480,1,15000,2
3480,12,7250,3
3480,55,7250,4
3480,7,3500,5
3480,42,3500,6
3480,127,2250,7
3480,6,2250,8
3480,82,1500,9
3480,45,1500,10
3480,19,1500,11
3480,89,1500,12
3480,87,1000,13
3480,125,1000,14
3480,96,1000,15
3480,8,1000,16
2958,125,10000,1
799,5,5000,1
799,7,2000,2
758,223,88286,1
758,206,26486,2
758,399,8829,3
758,220,8829,4
758,225,3531,5
758,141,3531,6
758,181,3531,7
758,136,3531,8
758,737,1766,9
758,528,1766,10
758,92,1766,11
758,51,1766,12
758,390,1766,13
758,253,1766,15
758,122,1766,16
758,155,441,17
758,599,441,18
758,339,441,19
758,789,441,20
758,6,441,21
758,19,441,22
758,49,441,23
758,1126,441,24
758,648,441,25
758,123,441,26
758,1009,441,27
758,669,441,28
758,355,441,29
758,47,441,30
758,1092,441,31
758,81,441,32
758,1475,265,33
758,1586,265,34
758,1587,265,35
758,22,265,36
758,1193,265,37
758,1585,265,38
758,518,265,39
758,1588,265,40
758,218,265,41
758,1584,265,42
758,36,265,43
758,994,265,44
758,1137,265,45
758,804,265,48
758,787,265,49
758,31,265,50
758,1582,265,51
797,1,50000,1
797,89,25000,2
797,4,15000,3
797,13,10500,4
797,129,7500,5
797,36,5250,6
797,262,3750,7
797,155,3000,8
2072,129,5000,1
2072,36,3000,2
2072,38,2000,3
2072,155,1400,4
2072,14,1000,5
2072,12,700,6
2072,126,500,7
2072,136,400,8
796,12,5000,1
796,25,3000,2
796,4,2000,3
796,93,1400,4
796,126,1000,5
796,11,700,6
796,129,500,7
796,224,400,8
795,13,5000,1
795,28,3000,2
795,124,2000,3
795,57,1400,4
795,4,1000,5
795,129,500,7
795,89,400,8
794,28,5000,1
794,31,3000,2
794,36,2000,3
794,155,1400,4
794,235,1000,5
794,89,700,6
794,208,500,7
794,70,400,8
793,89,5000,1
793,170,3000,2
793,200,2000,3
793,358,1400,4
793,123,1000,5
793,163,700,6
793,155,500,7
793,296,400,8
791,271,6250,1
791,180,3750,2
791,386,2500,3
791,316,1750,4
791,123,1250,5
791,364,875,6
791,208,625,7
791,282,500,8
790,155,2500,1
790,200,1500,2
790,129,1000,3
790,170,700,4
790,282,500,5
790,316,350,6
790,235,250,7
790,469,200,8
789,129,2500,1
789,170,1500,2
789,163,1000,3
789,234,700,4
789,224,500,5
789,600,350,6
789,200,250,7
789,180,200,8
3542,13,2000,1
3542,28,1000,2
3542,12,500,3
3542,25,250,4
3541,89,2000,1
3541,164,1000,2
3541,128,500,3
3541,208,250,4
3540,155,2000,1
3540,149,1000,2
3540,184,500,3
3540,323,250,4
3577,89,3000,1
3577,22,1000,2
11909,39,6500,1
11909,109,3300,2
11909,5,1700,3
11909,163,1700,4
11909,123,1100,5
11909,41,1100,6
11909,96,1100,7
11909,54,1100,8
11909,58,900,9
11909,50,900,10
11909,26,900,11
11909,144,900,12
11909,119,700,13
11909,72,700,14
11909,274,700,15
11909,52,700,16
11909,111,650,17
11909,210,650,18
11909,339,650,19
11909,87,650,20
11909,250,600,21
11909,199,600,23
11909,182,600,24
11910,64,6500,1
11910,144,3300,2
11910,88,1700,3
11910,52,1700,4
11910,81,1100,5
11910,36,1100,6
11910,90,1100,7
11910,98,1100,8
11910,83,900,9
11910,185,900,10
11910,3140,900,11
11910,50,900,12
11910,246,700,13
11910,210,700,14
11910,292,700,15
11910,82,700,16
11910,260,650,17
11910,365,650,18
11910,164,650,19
11910,904,650,20
11910,633,600,21
11910,1148,600,22
11910,662,600,23
11910,1210,600,24
11911,13,6500,1
11911,26,3300,2
11911,8,1700,3
11911,52,1700,4
11911,12,1100,5
11911,36,1100,6
11911,32,1100,7
11911,88,1100,8
11911,103,900,9
11911,41,900,10
11911,34,900,11
11911,75,900,12
11911,71,700,13
11911,22,700,14
11911,119,700,15
11911,169,700,16
11911,126,650,17
11911,108,650,18
11911,144,650,19
11911,83,650,20
11911,121,600,21
11911,246,600,22
11911,243,600,23
11911,135,600,24
1581,36,35000,1
1581,126,15000,2
1581,28,9000,3
1581,108,4200,4
1581,46,2000,5
1581,8,2000,6
1581,81,2000,7
1581,113,2000,8
1581,83,1000,9
1581,162,1000,10
1581,103,1000,11
1581,32,1000,12
1581,200,700,13
1581,135,700,14
1581,26,700,15
1581,163,700,16
1581,152,650,17
1581,41,650,18
1581,164,650,19
1581,169,650,20
1581,58,600,21
1581,155,600,22
1581,144,600,23
1581,172,600,24
11912,8,6500,1
11912,32,3300,2
11912,208,1750,3
11912,135,1250,4
11912,121,800,5
11912,162,800,6
11912,108,800,7
11912,88,800,8
11912,111,650,9
11912,150,650,10
11912,158,650,11
11912,169,650,12
11912,1022,600,13
11912,495,600,14
11912,515,600,15
11912,219,600,16
11913,28,6500,1
11913,152,3300,2
11913,41,1750,3
11913,81,1250,4
11913,164,800,5
11913,252,800,6
11913,89,800,7
11913,108,800,8
11913,11,650,9
11913,146,650,10
11913,140,650,11
11913,172,650,12
11913,261,600,13
11913,83,600,14
11913,144,600,15
11913,60,600,16
11914,4,6500,1
11914,223,3300,2
11914,169,1750,3
11914,201,1250,4
11914,113,800,5
11914,92,800,6
11914,180,800,7
11914,103,800,8
11914,224,650,9
11914,172,650,10
11914,58,650,11
11914,244,650,12
11914,313,600,13
11914,468,600,14
11914,462,600,15
11915,155,6500,1
11915,103,3300,2
11915,126,1750,3
11915,83,1250,4
11915,152,800,5
11915,172,800,6
11915,46,800,7
11915,90,800,8
11915,760,650,9
11915,276,650,11
11915,870,650,12
11915,246,600,13
11915,160,600,14
11915,271,600,15
11915,882,600,16
11916,126,6500,1
11916,36,3300,2
11916,58,1750,3
11916,163,1250,4
11916,41,800,5
11916,26,800,6
11916,200,800,7
11916,119,800,8
11916,118,650,9
11916,113,650,10
11916,250,650,11
11916,10,650,12
11916,169,600,13
11916,199,600,14
11916,129,600,15
11916,128,600,16
1646,114,13000,1
1646,70,6500,2
1646,17,4000,3
1646,119,2500,4
1646,155,800,5
1646,151,800,6
1646,156,400,7
1646,261,400,8
1646,224,400,9
1646,163,400,10
1646,250,400,11
1646,164,400,12
11917,224,7500,1
11917,164,3500,2
11917,121,1800,3
11917,250,1200,4
11917,163,800,5
11917,193,800,6
11917,211,500,7
11917,41,500,8
11917,227,400,9
11917,192,400,10
11917,351,300,11
11917,303,300,12
11919,156,4000,1
11919,261,2000,2
11919,129,1200,3
11919,282,800,4
11919,170,550,5
11919,621,550,6
11919,473,450,7
11919,587,450,8
11920,151,5000,1
11920,155,2500,2
11920,152,1400,3
11920,250,900,4
11920,123,600,5
11920,121,600,6
11920,211,600,7
11920,284,600,8
11920,164,400,9
11920,787,400,10
11920,50,400,11
11920,89,400,12
11920,227,300,13
11920,129,300,14
11920,83,300,15
11920,172,300,16
1167,276,317,8
1167,145,317,7
1167,160,317,6
1167,353,317,5
1167,257,793,4
1167,161,1586,3
1167,242,3173,2
1167,217,6346,1
1146,242,322,8
1146,161,322,7
1146,276,322,6
1146,217,322,5
1146,145,804,4
1146,207,1608,3
1146,160,3216,2
1146,195,6433,1
3369,41,4000,1
3369,53,2000,2
3369,60,1000,3
3370,1,3000,1
3370,23,2000,2
3370,52,1000,3
3370,12,500,4
3370,60,250,5
3370,26,250,6
3370,108,250,7
3370,41,250,8
3371,82,3000,1
3371,52,2000,2
3371,102,1000,3
3371,44,500,4
3371,95,250,5
3371,1,250,6
3371,50,250,7
3371,41,250,8
753,151,63,3
753,131,190,2
753,121,381,1
724,58,401,3
724,89,1003,2
724,164,2340,1
662,129,2841,1
662,89,1420,2
11901,26,200,8
11901,152,200,7
11901,135,300,6
11901,14,300,5
11901,8,1000,4
11901,46,2000,3
11901,133,3500,2
11901,36,7500,1
11899,26,10000,1
11899,20,6500,2
11899,36,3000,3
11899,87,2000,4
11899,61,875,5
11899,88,875,6
11899,83,875,7
11899,208,875,8
11900,111,10000,1
11900,18,6500,2
11900,158,3000,3
11900,10,2000,4
11900,144,875,5
11900,131,875,6
11900,14,875,7
11900,123,875,8
4523,38,600,1
4523,200,300,2
4523,94,100,3
10631,261,500,1
10631,27,300,2
10631,170,100,3
4503,11,900,1
4503,38,400,2
4503,200,200,3
4483,32,900,1
4483,81,400,2
4483,172,200,3
4463,14,900,1
4463,74,400,2
4463,59,200,3
4397,14,2000,1
4397,38,1000,2
4397,44,600,3
4397,160,300,4
4397,20,200,5
4397,224,200,6
4397,164,150,7
4397,167,150,8
4397,26,50,9
4397,128,50,10
4397,306,50,11
4397,57,50,12
4397,184,50,13
4397,221,50,14
4397,201,50,15
4397,151,50,16
4379,4,2500,1
4379,14,1250,2
4379,33,750,3
4379,29,500,4
5671,17,2500,1
5671,5,1250,2
5671,30,625,3
5671,1,625,4
4549,123,77,4
4549,163,154,3
4549,174,540,2
4549,10,771,1
4550,140,157,4
4550,123,157,3
4550,58,549,2
4550,26,784,1
4551,118,157,4
4551,41,157,3
4551,144,472,2
4551,10,786,1
4552,10,793,1
4552,88,476,2
4552,108,159,3
4553,15,161,4
4553,152,161,3
4553,139,483,2
4553,50,805,1
4554,75,555,1
4554,165,278,2
4554,115,159,3
4555,172,162,4
4555,189,162,3
4555,41,283,2
4555,165,566,1
4967,38,100,1
4967,30,50,2
4968,16,100,1
4968,36,50,2
4969,2,100,1
4969,114,50,2
4970,14,100,1
4970,66,50,2
4971,14,100,1
4971,143,50,2
4972,1,100,1
4972,64,50,2
4973,29,100,1
4973,82,50,2
4974,37,100,1
4974,383,50,2
4975,143,100,1
4975,31,50,2
4976,5,100,1
4976,494,50,2
4977,3,50,2
4977,21,100,1
4978,3,100,1
4978,65,50,2
4979,38,100,1
4979,114,50,2
4981,20,100,1
4981,105,50,2
4982,38,100,1
4982,143,50,2
4983,16,100,1
4983,1,50,2
4984,5,100,1
4984,105,50,2
4985,2,100,1
4985,3,50,2
5198,10,144,3
5198,41,287,2
5198,128,719,1
5199,58,135,3
5199,212,269,2
5199,26,673,1
5200,108,142,4
5200,97,283,3
5200,152,425,2
5200,144,849,1
5201,8,134,3
5201,88,268,2
5201,224,670,1
11933,43,25000,1
11933,242,10000,2
11933,164,5000,3
11933,152,3000,4
5879,160,10000,1
5879,413,5000,2
5879,145,3000,3
5878,184,10000,1
5878,169,5000,2
5878,295,3000,3
5877,119,5000,1
5877,281,3000,2
5877,260,2000,3
5877,509,1000,4
5876,27,10000,1
5876,1083,5000,2
5876,652,2500,4
5875,250,2500,4
5875,139,3000,3
5875,89,5000,2
5875,208,10000,1
5871,200,10000,1
5871,149,5000,2
5871,129,3000,3
5871,155,2000,4
5856,13,50000,1
5856,22,25000,2
5856,200,10000,3
4148,7,36503,1
4148,4,18251,2
4148,36,7301,3
759,934,266,64
759,453,266,63
759,37,266,62
759,71,266,61
759,236,266,60
759,29,266,59
759,133,266,58
759,1126,266,57
759,1645,266,56
759,1574,266,55
759,1570,266,54
759,66,266,53
759,528,266,52
759,19,266,51
759,47,266,50
759,353,266,49
759,1576,266,48
759,339,266,47
759,318,266,46
759,122,266,45
759,1497,266,44
759,1386,266,43
759,390,266,42
759,259,266,41
759,1640,266,40
759,136,266,39
759,1488,266,38
759,203,266,37
759,143,266,36
759,123,266,35
759,1975,266,34
759,1575,266,33
759,114,444,32
759,225,444,31
759,36,444,30
759,13,444,29
759,1012,444,28
759,1170,444,27
759,116,444,26
759,157,444,25
759,492,444,24
759,540,444,23
759,789,444,22
759,51,444,21
759,837,444,20
759,314,444,18
759,223,444,17
759,355,1774,16
759,155,1774,15
759,1,1774,14
759,242,1774,13
759,141,1774,12
759,220,1774,10
759,113,1774,9
759,81,3548,8
759,93,3548,7
759,43,3548,6
759,216,3548,5
759,124,8871,4
759,206,8871,3
759,14,26614,2
759,22,88712,1
760,494,259,63
760,132,259,62
760,453,259,61
760,934,259,59
760,2056,259,58
760,100,259,57
760,56,259,56
760,81,259,55
760,492,259,54
760,1497,259,53
760,549,259,52
760,122,259,51
760,518,259,50
760,44,259,49
760,216,259,48
760,1179,259,47
760,253,259,46
760,374,259,45
760,353,259,44
760,1643,259,43
760,262,259,42
760,206,259,41
760,1637,259,40
760,1491,259,39
760,759,259,38
760,355,259,37
760,61,259,36
760,339,259,35
760,69,259,34
760,322,259,33
760,155,431,31
760,70,431,30
760,124,431,29
760,106,431,28
760,390,431,27
760,218,431,26
760,30,431,25
760,804,431,24
760,208,431,23
760,74,431,22
760,98,431,21
760,43,431,20
760,87,431,19
760,825,431,18
760,27,431,17
760,13,1725,16
760,19,1725,15
760,65,1725,14
760,1,1725,13
760,236,1725,12
760,634,1725,11
760,17,1725,10
760,225,1725,9
760,143,3450,8
760,14,3450,7
760,223,3450,6
760,22,3450,5
760,271,8624,4
760,136,8624,3
760,36,86238,1
383,92,1338,1
383,47,892,2
383,353,713,3
383,74,713,4
383,453,535,5
383,259,535,6
383,65,535,7
383,70,535,8
383,518,357,9
383,106,357,10
383,17,357,11
383,242,357,12
383,98,357,13
383,113,357,14
383,599,357,15
383,934,357,16
383,789,178,17
383,492,178,18
383,114,178,19
383,157,178,20
383,804,178,21
383,208,178,22
383,837,178,23
383,1497,178,24
383,116,178,25
389,220,1348,31
389,399,1348,30
389,528,1348,29
389,51,1348,28
389,141,1348,27
389,253,1348,26
389,1,1348,25
389,216,1348,23
389,355,1348,22
389,136,1348,21
389,339,1348,20
389,223,1348,19
389,225,1348,18
389,19,1348,17
389,206,1797,16
389,36,1797,15
389,122,1797,14
389,43,1797,13
389,390,1797,12
389,236,1797,11
389,124,1797,10
389,81,1797,9
389,93,2696,8
389,155,2696,7
389,181,2696,6
389,143,2696,5
389,271,4493,4
389,22,4493,3
389,14,17974,2
389,13,44935,1
353,339,178,32
353,208,178,31
353,259,178,30
353,17,178,29
353,225,178,28
353,518,178,27
353,119,178,26
353,1336,178,25
353,98,178,24
353,114,178,23
353,262,178,22
353,70,178,21
353,934,178,20
353,16,178,19
353,242,178,18
353,528,178,17
353,28,355,16
353,106,355,15
353,91,355,14
353,494,355,13
353,25,355,12
353,57,355,11
353,90,355,10
353,599,355,9
353,113,533,8
353,134,533,6
353,129,533,5
353,86,711,4
353,1,711,3
353,32,889,2
353,31,1333,1
359,14,1332,31
359,141,1332,30
359,43,1332,29
359,223,1332,28
359,143,1332,27
359,453,1332,26
359,124,1332,25
359,22,1332,24
359,236,1332,23
359,92,1332,22
359,206,1332,21
359,19,1332,20
359,81,1332,19
359,390,1332,18
359,13,1332,17
359,216,1776,16
359,220,1776,15
359,122,1776,13
359,181,1776,12
359,355,1776,11
359,271,1776,10
359,47,1776,9
359,353,2664,8
359,93,2664,7
359,74,2664,6
359,136,2664,5
359,253,4440,4
359,51,4440,3
359,65,17760,2
359,36,44401,1
322,203,183,32
322,17,183,31
322,143,183,30
322,77,183,29
322,195,183,28
322,236,183,27
322,599,183,26
322,114,183,25
322,37,183,24
322,190,183,23
322,90,183,22
322,1,183,21
322,494,183,20
322,57,183,19
322,116,183,18
322,624,183,17
322,91,367,16
322,453,367,15
322,120,367,14
322,98,367,13
322,124,367,12
322,2,367,11
322,517,367,10
322,390,367,9
322,25,550,8
322,8,550,7
322,106,550,6
322,28,550,5
322,24,734,4
322,35,734,3
322,13,917,2
322,12,1375,1
328,129,1378,32
328,220,1378,30
328,181,1378,29
328,353,1378,27
328,51,1378,26
328,271,1378,25
328,81,1378,24
328,14,1378,23
328,136,1378,22
328,216,1378,21
328,206,1378,20
328,47,1378,19
328,355,1378,18
328,36,1378,17
328,65,1838,16
328,223,1838,15
328,86,1838,14
328,19,1838,13
328,134,1838,12
328,122,1838,11
328,43,1838,10
328,32,1838,9
328,253,2757,8
328,31,2757,7
328,113,2757,6
328,92,2757,5
328,74,4595,4
328,93,4595,3
328,141,18379,2
328,22,45947,1
292,124,189,32
292,1154,189,31
292,16,189,30
292,390,189,29
292,28,189,28
292,51,189,27
292,478,189,26
292,355,189,25
292,44,189,24
292,353,189,23
292,11,189,22
292,143,189,21
292,120,189,20
292,206,189,19
292,2,189,18
292,517,189,17
292,271,377,16
292,98,377,15
292,149,377,14
292,112,377,13
292,35,377,12
292,54,377,10
292,94,377,9
292,198,566,8
292,453,566,7
292,91,566,6
292,109,566,5
292,1,755,3
292,203,944,2
292,33,1415,1
298,141,1423,31
298,216,1423,30
298,106,1423,29
298,113,1423,28
298,24,1423,27
298,32,1423,26
298,74,1423,25
298,13,1423,24
298,14,1423,23
298,86,1423,22
298,223,1423,21
298,134,1423,20
298,253,1423,19
298,8,1423,18
298,65,1423,17
298,19,1897,16
298,93,1897,15
298,92,1897,14
298,122,1897,13
298,129,1897,12
298,81,1897,11
298,43,1897,10
298,220,1897,9
298,12,2846,8
298,181,2846,7
298,36,2846,6
298,25,2846,5
298,47,4743,4
298,136,4743,3
298,31,18974,2
298,22,47435,1
267,56,186,32
267,139,186,31
267,94,186,30
267,271,186,29
267,109,186,28
267,124,186,27
267,236,186,26
267,156,186,25
267,253,186,24
267,141,186,23
267,112,186,22
267,84,186,21
267,89,186,20
267,128,186,19
267,453,186,18
267,49,186,17
267,98,372,16
267,67,372,15
267,225,372,14
267,203,372,13
267,4,372,12
267,74,372,11
267,9,372,10
267,223,372,9
267,29,558,8
267,54,558,7
267,46,558,6
267,1,744,4
267,6,744,3
267,14,931,2
267,57,1396,1
273,31,1392,32
273,220,1392,31
273,32,1392,30
273,122,1392,29
273,181,1392,28
273,106,1392,27
273,47,1392,26
273,198,1392,25
273,86,1392,24
273,25,1392,23
273,8,1392,22
273,113,1392,21
273,36,1392,20
273,91,1392,19
273,216,1392,18
273,136,1856,16
273,33,1856,15
273,93,1856,14
273,22,1856,13
273,134,1856,12
273,81,1856,11
273,12,1856,10
273,28,1856,9
273,35,2784,8
273,129,2784,7
273,43,2784,6
273,24,2784,5
273,65,4640,4
273,19,4640,3
273,92,18562,2
273,13,46404,1
242,54,172,32
242,1004,172,31
242,89,172,30
242,181,172,29
242,203,172,28
242,47,172,27
242,339,172,26
242,128,172,25
242,225,172,24
242,9,172,23
242,8,172,22
242,1154,172,21
242,216,172,20
242,36,172,19
242,86,172,18
242,90,172,17
242,109,344,15
242,549,344,14
242,223,344,13
242,224,344,12
242,11,344,11
242,30,344,10
242,200,344,9
242,67,515,8
242,46,515,7
242,98,515,6
242,74,515,5
242,66,687,4
242,44,687,3
242,82,859,2
242,16,1289,1
248,92,1307,32
248,106,1307,31
248,6,1307,30
248,19,1307,29
248,43,1307,28
248,29,1307,27
248,136,1307,26
248,65,1307,25
248,81,1307,24
248,129,1307,23
248,24,1307,22
248,93,1307,21
248,33,1307,20
248,14,1307,19
248,91,1307,18
248,220,1307,17
248,113,1743,16
248,31,1743,15
248,198,1743,14
248,35,1743,13
248,4,1743,12
248,1,1743,11
248,134,1743,10
248,12,1743,9
248,25,2615,8
248,122,2615,7
248,32,2615,6
248,22,2615,5
248,57,4358,3
248,13,17431,2
248,28,43577,1
215,1419,354,63
215,109,354,62
215,38,354,61
215,339,354,60
215,69,354,58
215,91,354,57
215,136,354,56
215,478,354,55
215,89,354,54
215,128,354,53
215,206,354,52
215,66,354,51
215,18,354,50
215,220,354,49
215,200,354,48
215,92,354,47
215,2,354,46
215,223,354,45
215,549,354,44
215,218,354,43
215,101,354,42
215,90,354,41
215,1336,354,40
215,81,531,39
215,134,531,38
215,30,531,37
215,17,531,36
215,141,531,35
215,94,531,34
215,93,531,33
215,46,531,32
215,19,531,31
215,43,531,30
215,203,531,29
215,122,531,28
215,86,531,27
215,35,531,26
215,11,531,25
215,98,531,24
215,124,708,23
215,44,708,22
215,6,708,21
215,67,708,20
215,12,708,19
215,65,708,18
215,259,708,17
215,113,708,16
215,31,708,15
215,198,708,14
215,129,708,13
215,14,885,12
215,16,885,11
215,32,885,10
215,4,885,9
215,57,885,8
215,36,885,7
215,34,885,6
215,5,885,4
215,77,885,3
215,22,885,2
215,24,885,1
219,29,44277,1
219,1,17711,2
219,82,4428,3
219,13,4428,4
219,28,2657,5
219,33,2657,6
219,106,2657,7
219,74,2657,8
219,129,1771,9
219,22,1771,10
219,113,1771,11
219,36,1771,13
219,57,1771,14
219,44,1771,15
219,25,1771,16
219,35,1328,17
219,98,1328,18
219,31,1328,19
219,198,1328,20
219,14,1328,21
219,16,1328,22
219,19,1328,23
219,220,1328,24
219,4,1328,25
219,12,1328,26
6486,155,2500,1
6486,170,1500,2
6486,200,1000,3
11928,164,15000,1
11928,26,10000,2
11928,58,6000,3
11928,139,4000,4
11928,172,1300,5
11928,155,1300,6
11928,296,1000,7
11928,208,1000,8
11928,282,800,9
11928,179,800,10
11928,193,800,11
11928,200,800,12
11928,250,600,13
11928,131,600,14
11928,221,600,15
11928,156,600,16
11928,227,400,17
11928,140,400,18
11928,244,400,19
11928,162,400,20
11928,243,400,21
11928,245,400,22
11928,163,400,23
11928,605,400,24
11928,417,200,25
11928,311,200,26
11928,303,200,27
11928,170,200,28
11928,167,200,29
11928,323,200,30
11928,347,200,31
11928,199,200,32
11926,10,30000,1
11926,67,12000,2
11926,28,7000,3
11926,38,7000,4
11926,208,3000,5
11926,126,3000,6
11926,155,3000,7
11926,71,3000,8
11926,106,2000,9
11926,35,2000,10
11926,164,2000,11
11926,61,2000,12
11926,200,2000,13
11926,139,2000,14
11926,8,2000,15
11926,129,2000,16
11926,147,1000,17
11926,170,1000,18
11926,36,1000,19
11926,235,1000,20
11926,11,1000,21
11926,149,1000,22
11926,172,1000,23
11926,461,1000,24
11926,364,1000,25
11926,295,1000,26
11926,243,1000,27
11926,124,1000,28
11926,163,1000,29
11926,121,1000,30
11926,262,1000,32
11925,106,40000,1
11925,17,16000,2
11925,22,7000,3
11925,28,5000,4
11925,14,4000,5
11925,10,4000,6
11925,19,3000,7
11925,12,3000,8
11925,16,2000,9
11925,2,2000,10
11925,29,2000,11
11925,112,2000,12
11925,47,1500,13
11925,46,1500,14
11925,5,1500,15
11925,36,1500,16
11925,126,1000,17
11925,155,1000,18
11925,57,1000,19
11925,164,1000,20
11924,1,40000,1
11924,8,20000,2
11924,19,11000,3
11924,12,7000,4
11924,9,4000,5
11924,18,4000,6
11924,61,2000,7
11924,4,2000,8
11924,11,1000,9
11924,59,1000,10
11924,38,1000,11
11924,2,1000,12
11924,129,500,13
11924,160,500,14
11924,15,500,15
11924,111,500,16
11924,6,300,17
11924,54,300,18
11924,142,300,19
11924,17,300,20
11924,23,300,21
11924,106,300,22
11924,3,300,23
11924,51,300,24
11924,36,200,25
11924,35,200,26
11924,21,200,27
11924,48,200,28
11924,52,200,29
11924,10,200,30
11924,434,200,31
11924,138,200,32
8109,11,5000,1
8109,4,2500,2
8109,28,1500,3
8109,219,1000,4
11784,261,500,1
11784,219,350,2
11784,8,175,3
11784,61,175,4
11784,245,100,5
11784,316,100,6
11784,243,100,7
11784,244,100,8
11784,323,50,9
11784,358,50,10
11784,121,50,11
11784,987,50,12
11784,235,50,13
11784,364,50,14
11784,200,50,16
11760,29,5000,1
11760,2,2500,2
11760,11,2000,3
11760,44,1000,4
11760,139,500,5
11760,3,500,6
11760,19,250,7
11760,200,250,8
8871,50,5000,1
8871,23,2500,2
8871,219,1500,3
8871,144,1000,4
7608,339,150,1
7608,677,70,2
7608,215,40,3
