575,69,"2010-02-20","2013-09-12"
477,69,"2010-02-13","2013-01-09"
1452,69,"2010-02-07",
906,69,"2010-05-25",
638,69,"2010-02-10",
606,89,"2010-10-19",
345,89,"2010-09-01",
1103,89,"2010-07-25",
1655,90,"2012-10-02","2013-04-19"
596,90,"2013-02-14","2013-04-22"
593,90,"2012-09-29","2012-11-18"
676,90,"2012-09-30","2012-11-10"
542,90,"2012-10-25","2012-11-10"
583,90,"2012-10-17","2012-11-10"
1041,68,"2010-08-04","2013-01-12"
308,68,"2010-06-20","2010-06-30"
93,81,"2010-09-08","2012-02-01"
93,38,"2012-02-17","2012-06-19"
274,78,"2012-02-03","2012-03-08"
96,3,"2011-03-04","2012-02-08"
212,26,"2011-07-19","2012-02-18"
113,38,"2012-02-19","2012-09-05"
71,16,"2012-02-20","2012-11-23"
532,79,"2012-02-25","2012-08-14"
337,45,"2012-02-28","2012-09-03"
330,91,"2012-02-29","2012-07-27"
224,33,"2008-11-03","2012-03-01"
492,3,"2010-11-15","2012-03-01"
153,91,"2012-03-09","2012-12-12"
131,5,"2012-03-03","2012-07-11"
342,21,"2011-02-01","2012-03-05"
520,21,"2011-03-29","2012-03-03"
322,19,"2012-03-07","2012-12-03"
516,83,"2012-03-07","2012-05-12"
677,6,"2012-10-28","2012-11-14"
573,91,"2012-03-15","2012-05-12"
471,25,"2012-03-18","2012-06-15"
79,11,"2011-04-21","2012-03-19"
267,91,"2012-03-21","2012-10-28"
224,33,"2012-03-26","2012-08-02"
57,38,"2012-03-27","2012-12-10"
493,91,"2012-04-13","2012-05-20"
356,91,"2012-04-13","2012-05-20"
147,91,"2012-04-01","2012-05-12"
542,91,"2012-04-01","2012-05-12"
23,91,"2012-04-16","2012-05-12"
429,91,"2012-04-13","2012-09-13"
283,91,"2012-07-02","2012-12-12"
224,91,"2012-08-02","2012-12-12"
211,91,"2012-04-01","2012-12-12"
362,91,"2012-07-04","2012-12-12"
429,67,"2010-09-19",
555,67,"2010-09-12",
312,67,"2010-09-27",
2565,15,"2000-06-21",
240,32,"2012-02-25","2012-10-10"
274,32,"2012-04-29","2012-05-08"
757,32,"2011-11-30","2012-08-08"
348,32,"2011-11-30","2012-08-24"
32,25,"2012-07-27","2012-12-26"
184,39,"2012-12-21","2013-01-02"
184,39,"2012-08-07","2012-11-26"
366,64,"2011-10-03","2012-12-14"
1737,4,"2011-10-12","2012-04-15"
229,4,"2011-07-31","2012-09-23"
311,48,"2011-03-15","2012-11-20"
739,9,"2000-08-26","2012-12-12"
1813,93,"2012-04-01","2012-09-11"
283,93,"2010-09-18","2012-07-02"
90,16,"2010-10-20","2012-11-26"
250,19,"2010-11-23","2012-12-10"
168,38,"2010-11-20","2012-12-10"
182,22,"2010-10-13","2011-01-04"
677,8,"2011-04-17","2012-07-14"
677,83,"2012-07-14","2012-10-16"
266,84,"2011-07-03","2012-05-05"
266,64,"2012-05-05","2012-12-04"
266,39,"2012-12-08",
174,39,"2012-08-10","2012-12-07"
73,14,"2000-07-21","2012-12-06"
469,64,"2011-06-28","2012-12-04"
570,64,"2012-05-05","2012-12-04"
87,64,"2012-08-02","2012-12-04"
618,64,"2012-05-05","2012-12-04"
329,64,"2012-05-05","2012-12-04"
219,64,"2012-05-05","2012-12-04"
884,64,"2012-08-31","2012-12-04"
461,64,"2012-05-05","2012-12-04"
245,64,"2012-05-05","2012-12-04"
38,64,"2012-06-06","2012-12-04"
465,133,"2013-02-06",
511,64,"2011-09-16","2012-02-01"
491,64,"2011-07-10","2012-02-01"
367,125,"2012-01-08",
969,95,"2011-06-21","2013-01-28"
451,95,"2011-08-03","2013-01-09"
915,95,"2011-07-06","2013-01-28"
493,96,"2012-06-04","2012-11-20"
416,96,"2012-09-26","2012-11-20"
445,96,"2012-05-08","2012-11-20"
1649,96,"2012-09-26","2012-11-20"
520,96,"2012-09-26","2012-11-20"
356,96,"2012-06-09","2012-11-20"
959,96,"2012-05-16","2012-11-20"
211,80,"2010-11-15","2012-04-01"
321,45,"2011-05-02","2012-04-09"
89,25,"2010-04-22","2010-05-11"
618,84,"2005-05-10","2012-05-05"
342,133,"2010-06-13",
329,84,"2005-01-06","2012-05-05"
219,84,"2005-06-20","2012-05-05"
461,84,"2005-01-09","2012-05-05"
245,84,"2005-01-11","2012-05-05"
82,4,"2011-07-18","2012-05-06"
259,81,"2010-08-28","2012-05-15"
220,81,"2010-05-21","2012-05-15"
1012,81,"2010-05-09","2012-05-15"
141,81,"2010-05-04","2012-05-15"
339,81,"2010-09-02","2012-05-15"
195,81,"2010-10-06","2011-02-15"
94,81,"2010-06-07","2012-05-15"
32,81,"2010-08-16","2012-05-15"
38,81,"2010-05-12","2012-05-15"
355,81,"2010-06-12","2012-05-15"
69,81,"2010-07-23","2012-05-15"
92,81,"2010-05-10","2012-05-15"
1408,81,"2010-05-22","2012-05-15"
1781,81,"2010-05-11","2012-05-15"
465,97,"2011-08-16","2012-11-16"
66,97,"2012-08-10","2012-11-16"
495,98,"2010-04-07",
515,98,"2010-07-03",
442,98,"2010-02-26","2011-08-10"
593,98,"2012-03-20","2012-07-02"
676,98,"2012-03-20","2012-09-29"
593,83,"2012-07-02","2012-08-30"
64,8,"2011-03-03","2012-08-05"
148,99,"2012-09-13","2012-11-12"
1016,100,"2010-12-06","2013-01-14"
188,100,"2012-11-11","2012-12-18"
72,100,"2011-11-30","2012-02-11"
188,59,"2012-12-18","2013-01-23"
1686,31,"2012-05-18",
72,27,"2010-12-23","2011-01-10"
204,27,"2011-03-27","2011-10-02"
135,87,"2011-12-13","2012-08-08"
314,87,"2011-12-15","2012-07-30"
72,75,"2005-03-24","2010-06-05"
589,75,"2005-02-28","2011-11-01"
520,75,"2005-03-10","2011-03-01"
445,75,"2011-08-01","2011-11-01"
471,75,"2005-05-10","2011-11-01"
896,75,"2005-03-20","2011-11-01"
392,75,"2005-04-03","2011-11-01"
336,75,"2005-03-06","2011-11-01"
422,12,"2000-07-26","2012-11-02"
124,12,"2012-08-16",
434,14,"2000-07-02","2012-10-04"
259,14,"2012-06-02",
844,102,"2010-06-04","2013-08-19"
365,102,"2012-11-15","2013-08-19"
717,51,"2012-03-07","2012-11-04"
1023,103,"2010-10-09",
131,103,"2011-07-31","2012-03-03"
435,103,"2012-01-09","2012-03-03"
346,103,"2012-01-05","2012-03-03"
172,103,"2011-05-13","2012-03-03"
102,103,"2010-12-17","2012-03-03"
667,77,"2011-07-08","2012-02-17"
516,77,"2011-08-11","2012-02-17"
147,77,"2011-08-11","2012-02-17"
314,77,"2011-06-15","2011-07-24"
783,104,"2011-02-17",
652,105,"2011-07-03",
514,106,"2012-09-07","2013-07-25"
291,56,"2010-12-02","2012-05-03"
291,107,"2012-06-01","2012-12-27"
257,107,"2012-06-01","2012-12-27"
413,108,"2011-03-18","2013-05-07"
315,108,"2010-12-22","2013-05-07"
153,48,"2013-01-05",
1661,15,"2000-05-09",
206,1,"2010-11-21","2012-06-26"
4228,57,"2012-10-24",
365,109,"2011-05-03","2012-11-15"
59,3,"2010-10-16","2012-10-22"
132,3,"2010-11-03","2012-07-12"
1170,3,"2011-01-09","2011-03-04"
634,3,"2010-10-13","2011-03-04"
1503,7,"2011-04-17",
43,7,"2011-03-03","2012-06-13"
51,8,"2011-04-24","2012-09-09"
254,8,"2011-07-09","2012-08-13"
66,8,"2011-03-24","2012-08-10"
541,55,"2010-09-06","2012-02-29"
1112,55,"2010-11-18",
583,55,"2010-12-18","2012-08-02"
1544,13,"2000-04-07","2012-05-16"
101,55,"2010-09-14","2012-11-02"
882,110,"2012-04-15","2012-11-06"
146,110,"2012-04-11","2012-11-06"
87,1,"2013-01-07",
1274,10,"2000-04-22",
321,29,"2013-01-07","2013-05-30"
240,30,"2013-01-08","2013-08-12"
585,32,"2011-11-30","2012-03-01"
1058,111,"2011-02-03","2012-07-02"
151,22,"2010-03-24","2012-06-27"
436,22,"2010-03-24","2010-08-01"
151,112,"2012-10-06","2012-11-18"
339,112,"2012-10-06","2012-10-25"
141,112,"2012-10-06","2012-10-25"
69,112,"2012-10-06","2012-10-25"
92,112,"2012-10-06","2012-10-25"
70,113,"2010-06-20","2011-08-22"
353,113,"2010-05-11","2011-08-22"
478,113,"2010-07-23","2011-08-22"
111,18,"2013-01-10",
587,38,"2010-08-15","2010-10-15"
529,38,"2010-08-31","2011-09-19"
979,114,"2012-10-08",
1793,11,"2012-04-12",
237,111,"2013-01-09","2013-05-23"
237,48,"2011-09-07","2011-11-29"
88,59,"2010-12-12","2011-06-23"
644,59,"2010-05-10","2010-12-10"
237,59,"2011-01-11","2011-08-02"
734,59,"2011-04-07","2011-08-28"
325,59,"2011-09-12","2011-11-18"
369,59,"2010-09-03","2012-04-29"
